SETPOINT      RPM RODA 1         PWM RODA 1        RPM RODA 2         PWM RODA 2
800.00         766.00              38.50              807.00              42.88
800.00         766.00              38.73              807.00              42.77
800.00         833.00              36.96              803.00              42.80
800.00         813.00              37.81              798.00              42.91
800.00         800.00              37.95              790.00              43.19
800.00         793.00              38.07              793.00              43.20
800.00         799.00              37.89              793.00              43.32
800.00         799.00              37.94              793.00              43.42
800.00         833.00              36.92              803.00              43.19
800.00         813.00              37.52              784.00              43.82
800.00         800.00              37.67              790.00              43.79
800.00         798.00              37.63              791.00              43.92
800.00         799.00              37.60              799.00              43.79
800.00         799.00              37.62              799.00              43.84
800.00         823.00              36.90              794.00              44.02
800.00         813.00              37.20              798.00              43.96
800.00         800.00              37.42              800.00              43.93
800.00         791.00              37.60              798.00              44.01
800.00         793.00              37.54              799.00              44.00
800.00         793.00              37.61              799.00              44.02
800.00         833.00              36.45              833.00              42.90
800.00         803.00              37.40              818.00              43.03
800.00         790.00              37.55              810.00              42.98
800.00         786.00              37.65              808.00              42.87
800.00         789.00              37.64              807.00              42.77
800.00         789.00              37.75              807.00              42.67
800.00         833.00              36.50              803.00              42.70
800.00         803.00              37.48              788.00              43.14
800.00         790.00              37.63              790.00              43.19
800.00         786.00              37.73              793.00              43.25
800.00         787.00              37.78              793.00              43.36
800.00         787.00              37.88              793.00              43.47
800.00         833.00              36.59              803.00              43.24
800.00         798.00              37.74              784.00              43.86
800.00         780.00              38.04              790.00              43.83
800.00         771.00              38.33              793.00              43.90
800.00         781.00              38.19              793.00              44.02
800.00         781.00              38.41              793.00              44.12
800.00         852.00              36.40              823.00              43.22
800.00         828.00              37.26              828.00              42.83
800.00         810.00              37.41              839.00              42.06
800.00         806.00              37.32              828.00              41.89
800.00         811.00              37.09              823.00              41.60
800.00         811.00              37.04              823.00              41.24
800.00         823.00              36.60              794.00              41.87
800.00         798.00              37.27              784.00              42.19
800.00         787.00              37.43              777.00              42.62
800.00         784.00              37.54              776.00              42.97
800.00         787.00              37.55              781.00              43.15
800.00         787.00              37.67              781.00              43.45
800.00         803.00              37.28              803.00              43.00
800.00         788.00              37.84              803.00              43.04
800.00         770.00              38.36              800.00              43.09
800.00         771.00              38.43              801.00              43.05
800.00         776.00              38.51              799.00              43.10
800.00         776.00              38.73              799.00              43.11
800.00         803.00              38.10              833.00              41.99
800.00         798.00              38.42              813.00              42.30
800.00         800.00              38.34              800.00              42.46
800.00         801.00              38.33              801.00              42.38
800.00         805.00              38.21              799.00              42.44
800.00         805.00              38.20              799.00              42.44
800.00         852.00              36.74              794.00              42.63
800.00         843.00              36.96              798.00              42.56
800.00         810.00              37.56              790.00              42.87
800.00         784.00              38.02              791.00              42.96
0.00         781.00              19.78              787.00              19.53
0.00         781.00              13.75              787.00              7.85
0.00         640.00              12.01              640.00              1.09
0.00         598.00              7.31              613.00              0.00
0.00         555.00              3.70              576.00              0.00
0.00         518.00              0.23              541.00              0.00
0.00         476.00              0.00              507.00              0.00
0.00         439.00              0.00              475.00              0.00
0.00         439.00              0.00              475.00              0.00
0.00         93.00              1.17              218.00              0.00
0.00         78.00              0.00              188.00              0.00
0.00         52.00              0.00              157.00              0.00
0.00         39.00              0.00              125.00              0.00
0.00         31.00              0.00              107.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
0.00         26.00              0.00              89.00              0.00
1000.00         26.00              22.23              89.00              26.99
1000.00         26.00              29.72              89.00              40.49
1000.00         26.00              37.22              20.00              56.29
1000.00         38.00              44.34              83.00              68.45
1000.00         133.00              48.96              176.00              79.17
1000.00         256.00              52.61              286.00              88.05
1000.00         256.00              59.25              286.00              99.04
1000.00         1104.00              39.30              1017.00              85.25
1000.00         1127.00              44.12              1040.00              86.94
1000.00         1120.00              43.52              1034.00              86.63
1000.00         1113.00              42.76              1041.00              85.87
1000.00         1100.00              42.23              1037.00              85.42
1000.00         1100.00              41.37              1037.00              84.86
1000.00         1051.00              42.08              1022.00              84.81
1000.00         1057.00              41.14              1014.00              84.70
1000.00         1036.00              41.38              1017.00              84.36
1000.00         1014.00              41.62              1021.00              83.99
1000.00         1004.00              41.65              1027.00              83.49
1000.00         1004.00              41.54              1027.00              83.11
1000.00         937.00              43.54              1022.00              82.88
1000.00         948.00              43.19              1020.00              82.60
1000.00         957.00              43.40              1024.00              82.16
1000.00         965.00              43.56              1023.00              81.86
1000.00         979.00              43.46              1025.00              81.44
1000.00         979.00              43.73              1025.00              81.08
1000.00         1075.00              40.98              1046.00              80.01
1000.00         1048.00              41.94              1048.00              79.34
1000.00         1053.00              41.22              1044.00              78.77
1000.00         1045.00              41.09              1031.00              78.54
1000.00         1043.00              40.74              1032.00              78.00
1000.00         1043.00              40.40              1032.00              77.53
1000.00         1034.00              40.34              1034.00              76.99
1000.00         1014.00              40.62              1028.00              76.69
1000.00         1011.00              40.45              1020.00              76.52
1000.00         1000.00              40.68              1021.00              76.16
1000.00         1001.00              40.56              1024.00              75.75
1000.00         1001.00              40.56              1024.00              75.41
1000.00         977.00              41.28              1034.00              74.72
1000.00         991.00              40.86              1020.00              74.72
1000.00         1000.00              40.76              1019.00              74.40
1000.00         991.00              41.10              1012.00              74.35
1000.00         996.00              40.95              1013.00              74.12
1000.00         996.00              41.02              1013.00              73.93
1000.00         1017.00              40.41              1017.00              73.60
1000.00         1005.00              40.80              1020.00              73.26
1000.00         1005.00              40.67              1015.00              73.14
1000.00         1002.00              40.73              1002.00              73.34
1000.00         1003.00              40.66              1003.00              73.23
1000.00         1003.00              40.64              1003.00              73.19
1000.00         977.00              41.41              977.00              74.01
1000.00         982.00              41.24              982.00              74.09
1000.00         998.00              40.93              988.00              74.17
1000.00         998.00              41.06              998.00              74.04
1000.00         1002.00              40.96              996.00              74.17
1000.00         1002.00              40.97              996.00              74.22
1000.00         977.00              41.71              1005.00              73.98
1000.00         997.00              41.10              1011.00              73.74
1000.00         1000.00              41.18              1000.00              73.97
1000.00         1001.00              41.17              1001.00              73.89
1000.00         994.00              41.38              1005.00              73.75
1000.00         994.00              41.38              1005.00              73.69
1000.00         1005.00              41.09              1005.00              73.62
1000.00         1005.00              41.13              1020.00              73.04
1000.00         1001.00              41.22              1001.00              73.43
1000.00         1010.00              40.91              1002.00              73.32
1000.00         1012.00              40.84              1001.00              73.32
1000.00         1012.00              40.76              1001.00              73.30
1000.00         994.00              41.21              994.00              73.52
1000.00         997.00              41.03              1011.00              73.02
1000.00         1003.00              40.90              1013.00              72.85
1000.00         1008.00              40.77              1008.00              72.83
1000.00         1008.00              40.74              1008.00              72.70
1000.00         1008.00              40.68              1008.00              72.58
1000.00         1005.00              40.71              1034.00              71.59
1000.00         1000.00              40.80              1014.00              71.85
1000.00         1001.00              40.73              1001.00              72.00
1000.00         1000.00              40.76              1000.00              71.97
1000.00         1001.00              40.73              1001.00              71.94
1000.00         1001.00              40.73              1001.00              71.93
1000.00         1005.00              40.60              1005.00              71.78
1000.00         1000.00              40.74              1000.00              71.89
1000.00         1001.00              40.67              1001.00              71.83
1000.00         1000.00              40.70              1000.00              71.86
1000.00         995.00              40.85              1001.00              71.82
1000.00         995.00              40.85              1001.00              71.81
1000.00         988.00              41.10              1017.00              71.26
1000.00         997.00              40.87              1011.00              71.27
1000.00         994.00              41.05              1013.00              71.02
1000.00         997.00              40.98              1018.00              70.66
1000.00         989.00              41.27              1018.00              70.42
1000.00         989.00              41.29              1018.00              70.15
1000.00         930.00              43.16              1017.00              69.92
1000.00         924.00              43.44              997.00              70.33
1000.00         939.00              43.53              998.00              70.26
1000.00         947.00              43.87              998.00              70.30
1000.00         949.00              44.27              1002.00              70.19
1000.00         949.00              44.68              1002.00              70.18
1000.00         1005.00              43.38              948.00              71.95
1000.00         997.00              44.00              982.00              71.39
1000.00         994.00              44.05              984.00              71.71
1000.00         995.00              44.05              981.00              72.06
1000.00         996.00              44.06              984.00              72.23
1000.00         996.00              44.10              984.00              72.47
1000.00         1000.00              44.01              1029.00              71.21
1000.00         997.00              44.13              1011.00              71.55
1000.00         1003.00              43.95              1003.00              71.59
1000.00         1001.00              44.03              1001.00              71.58
1000.00         1013.00              43.65              1002.00              71.52
1000.00         1013.00              43.64              1002.00              71.50
1000.00         1063.00              42.02              1005.00              71.37
1000.00         1057.00              42.09              1000.00              71.47
1000.00         1059.00              41.55              1001.00              71.42
1000.00         1057.00              41.17              1000.00              71.44
1000.00         1052.00              40.87              1001.00              71.40
1000.00         1052.00              40.43              1001.00              71.39
1000.00         1005.00              41.45              1005.00              71.24
0.00         1014.00              17.97              1000.00              41.72
0.00         994.00              10.84              994.00              27.09
0.00         967.00              3.86              967.00              13.24
0.00         921.00              0.00              927.00              0.15
0.00         921.00              0.00              927.00              0.00
0.00         562.00              0.00              625.00              0.00
0.00         531.00              0.00              578.00              0.00
0.00         489.00              0.00              541.00              0.00
0.00         451.00              0.00              506.00              0.00
0.00         411.00              0.00              473.00              0.00
0.00         374.00              0.00              446.00              0.00
0.00         374.00              0.00              446.00              0.00
0.00         61.00              1.41              185.00              0.00
0.00         31.00              0.00              156.00              0.00
0.00         20.00              0.00              125.00              0.00
0.00         15.00              0.00              102.00              0.00
0.00         12.00              0.00              81.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
0.00         10.00              0.00              68.00              0.00
800.00         10.00              18.03              68.00              21.69
800.00         10.00              24.11              68.00              32.53
800.00         10.00              30.19              68.00              43.38
800.00         10.00              36.26              91.00              53.46
800.00         15.00              42.19              198.00              60.48
800.00         120.00              45.08              312.00              65.99
800.00         271.00              46.52              421.00              70.01
800.00         396.00              47.93              522.00              72.66
800.00         396.00              51.97              522.00              77.16
800.00         1101.00              33.74              982.00              65.94
800.00         1050.00              38.21              991.00              64.65
800.00         1000.00              37.43              990.00              61.89
800.00         977.00              36.21              992.00              59.00
800.00         947.00              35.59              976.00              56.70
800.00         947.00              34.23              976.00              54.03
800.00         684.00              41.06              952.00              52.22
800.00         695.00              39.66              946.00              50.08
800.00         731.00              39.46              938.00              48.16
800.00         769.00              39.11              931.00              46.32
800.00         787.00              39.09              924.00              44.59
800.00         787.00              39.32              924.00              42.73
800.00         882.00              36.55              823.00              44.26
800.00         857.00              37.38              813.00              43.87
800.00         830.00              37.57              820.00              43.41
800.00         806.00              37.87              821.00              43.11
800.00         799.00              37.86              823.00              42.73
800.00         799.00              37.81              823.00              42.40
800.00         833.00              36.79              803.00              42.73
800.00         803.00              37.70              818.00              42.11
800.00         780.00              38.15              810.00              42.16
800.00         786.00              37.95              808.00              42.05
800.00         789.00              38.01              807.00              41.96
800.00         789.00              38.12              807.00              41.85
800.00         863.00              35.96              773.00              42.88
800.00         843.00              36.63              784.00              42.79
800.00         800.00              37.45              790.00              42.87
800.00         778.00              37.80              793.00              42.94
800.00         776.00              37.87              787.00              43.25
800.00         776.00              38.04              787.00              43.42
800.00         803.00              37.40              803.00              43.08
800.00         813.00              37.28              813.00              42.76
800.00         820.00              37.04              810.00              42.71
800.00         828.00              36.70              806.00              42.68
800.00         823.00              36.69              811.00              42.41
800.00         823.00              36.48              811.00              42.27
800.00         617.00              42.54              794.00              42.67
800.00         650.00              41.41              784.00              43.03
800.00         721.00              40.66              790.00              43.03
800.00         769.00              40.35              784.00              43.40
800.00         799.00              40.03              787.00              43.52
800.00         799.00              40.26              787.00              43.72
800.00         982.00              34.73              803.00              43.38
800.00         952.00              35.60              818.00              42.89
800.00         909.00              35.51              810.00              42.95
800.00         860.00              35.84              808.00              42.84
800.00         819.00              36.25              807.00              42.74
800.00         819.00              35.80              807.00              42.64
800.00         505.00              45.16              803.00              42.67
800.00         576.00              42.94              784.00              43.24
800.00         671.00              42.32              790.00              43.21
800.00         734.00              42.11              793.00              43.28
800.00         781.00              41.66              793.00              43.39
800.00         781.00              42.16              793.00              43.50
800.00         982.00              36.22              833.00              42.27
800.00         946.00              37.41              813.00              42.59
800.00         899.00              37.44              810.00              42.43
800.00         872.00              37.15              806.00              42.40
800.00         853.00              36.97              805.00              42.33
800.00         853.00              36.42              805.00              42.25
800.00         617.00              43.15              764.00              43.54
800.00         650.00              41.80              784.00              43.26
800.00         701.00              41.66              790.00              43.37
800.00         739.00              41.65              791.00              43.51
800.00         776.00              41.28              793.00              43.58
800.00         776.00              41.74              793.00              43.69
800.00         952.00              36.60              803.00              43.46
800.00         952.00              36.74              803.00              43.45
800.00         889.00              37.48              800.00              43.51
800.00         853.00              37.42              801.00              43.46
800.00         831.00              37.41              801.00              43.45
800.00         831.00              37.00              801.00              43.44
800.00         744.00              39.40              803.00              43.36
800.00         769.00              38.42              798.00              43.49
800.00         770.00              38.82              810.00              43.10
800.00         786.00              38.57              801.00              43.29
800.00         793.00              38.59              799.00              43.31
800.00         793.00              38.69              799.00              43.32
800.00         833.00              37.54              803.00              43.20
800.00         857.00              36.85              798.00              43.34
800.00         849.00              36.84              800.00              43.28
800.00         813.00              37.49              806.00              43.09
800.00         799.00              37.55              805.00              43.06
800.00         799.00              37.45              805.00              42.98
800.00         764.00              38.52              794.00              43.27
800.00         798.00              37.50              798.00              43.19
800.00         810.00              37.41              800.00              43.16
800.00         821.00              37.09              798.00              43.24
800.00         823.00              36.95              799.00              43.23
800.00         823.00              36.79              799.00              43.24
800.00         705.00              40.18              794.00              43.43
800.00         724.00              39.46              798.00              43.36
800.00         748.00              39.46              797.00              43.44
800.00         776.00              39.19              806.00              43.18
800.00         799.00              38.89              805.00              43.16
800.00         799.00              39.06              805.00              43.08
800.00         922.00              35.35              803.00              43.07
800.00         892.00              36.23              803.00              43.02
800.00         839.00              36.91              800.00              43.08
800.00         786.00              37.82              801.00              43.03
800.00         752.00              38.56              799.00              43.09
800.00         752.00              38.68              799.00              43.10
800.00         744.00              39.29              803.00              42.98
800.00         754.00              39.36              798.00              43.12
800.00         770.00              39.30              810.00              42.73
800.00         786.00              39.17              808.00              42.69
800.00         799.00              39.00              799.00              42.86
800.00         799.00              39.10              799.00              42.84
800.00         823.00              38.38              794.00              43.03
800.00         828.00              38.23              784.00              43.43
0.00         830.00              19.73              790.00              19.73
0.00         818.00              13.73              781.00              8.34
0.00         797.00              7.98              755.00              0.00
0.00         769.00              2.55              729.00              0.00
0.00         769.00              0.00              729.00              0.00
0.00         432.00              0.71              462.00              0.00
0.00         419.00              0.00              419.00              0.00
0.00         373.00              0.00              383.00              0.00
0.00         342.00              0.00              350.00              0.00
0.00         305.00              0.00              324.00              0.00
0.00         269.00              0.00              295.00              0.00
0.00         269.00              0.00              295.00              0.00
0.00         269.00              0.00              62.00              0.00
0.00         269.00              0.00              47.00              0.00
0.00         269.00              0.00              31.00              0.00
0.00         269.00              0.00              23.00              0.00
0.00         269.00              0.00              18.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
