SETPOINT      RPM RODA 1         PWM RODA 1        RPM RODA 2         PWM RODA 2
800.00         730.00              39.52              807.00              34.90
800.00         730.00              40.10              807.00              34.82
800.00         952.00              36.95              803.00              34.84
800.00         917.00              36.82              798.00              34.95
800.00         899.00              36.20              800.00              34.90
800.00         875.00              35.84              793.00              35.14
800.00         847.00              35.71              793.00              35.22
800.00         847.00              35.31              793.00              35.32
800.00         565.00              39.61              803.00              35.09
800.00         591.00              40.39              813.00              34.75
800.00         652.00              40.96              810.00              34.69
800.00         702.00              41.33              798.00              34.93
800.00         740.00              41.51              799.00              34.89
800.00         740.00              42.02              799.00              34.90
800.00         1000.00              38.18              735.00              37.05
800.00         1000.00              37.19              779.00              36.31
800.00         976.00              36.12              781.00              36.72
800.00         963.00              35.01              786.00              36.84
800.00         937.00              34.22              790.00              36.93
800.00         937.00              33.17              790.00              37.10
800.00         654.00              36.82              803.00              36.81
800.00         625.00              37.85              818.00              36.32
800.00         642.00              38.80              810.00              36.37
800.00         675.00              39.44              816.00              35.99
800.00         704.00              39.94              811.00              35.94
800.00         704.00              40.70              811.00              35.76
800.00         892.00              38.30              803.00              35.87
800.00         872.00              38.30              813.00              35.46
800.00         869.00              37.79              810.00              35.40
800.00         860.00              37.43              816.00              35.04
800.00         853.00              37.09              811.00              35.00
800.00         853.00              36.69              4.00              61.72
800.00         792.00              37.30              884.00              41.19
800.00         778.00              37.48              883.00              43.23
800.00         766.00              37.81              876.00              42.23
800.00         773.00              37.93              877.00              41.05
800.00         773.00              38.14              880.00              39.81
800.00         773.00              38.33              880.00              38.64
800.00         794.00              38.18              882.00              37.39
800.00         813.00              37.95              872.00              36.51
800.00         810.00              37.94              859.00              35.84
800.00         806.00              37.93              850.00              35.22
800.00         811.00              37.80              847.00              34.54
800.00         811.00              37.73              847.00              33.84
800.00         803.00              37.78              833.00              33.61
800.00         818.00              37.49              818.00              33.57
800.00         820.00              37.36              820.00              33.18
800.00         830.00              37.05              816.00              33.02
800.00         843.00              36.63              819.00              32.67
800.00         843.00              36.34              819.00              32.40
800.00         833.00              36.19              744.00              34.62
800.00         784.00              36.74              769.00              34.34
800.00         770.00              37.00              780.00              34.52
800.00         756.00              37.42              786.00              34.66
800.00         740.00              37.98              787.00              34.86
800.00         740.00              38.39              787.00              35.05
800.00         773.00              38.29              803.00              34.71
800.00         784.00              38.36              798.00              34.89
800.00         800.00              38.24              800.00              34.84
800.00         806.00              38.17              798.00              34.91
800.00         811.00              38.05              799.00              34.90
800.00         811.00              37.98              799.00              34.92
800.00         852.00              37.23              794.00              35.10
800.00         828.00              37.32              798.00              35.04
800.00         830.00              37.03              800.00              35.02
800.00         821.00              36.97              798.00              35.09
800.00         811.00              36.96              799.00              35.08
800.00         811.00              36.86              799.00              35.10
800.00         684.00              38.87              803.00              34.98
800.00         699.00              39.24              803.00              34.95
800.00         731.00              39.48              800.00              35.00
800.00         764.00              39.50              801.00              34.96
0.00         795.00              27.61              801.00              11.24
0.00         795.00              21.85              801.00              0.00
0.00         771.00              16.43              679.00              0.00
0.00         725.00              11.50              632.00              0.00
0.00         679.00              6.87              596.00              0.00
0.00         632.00              2.59              555.00              0.00
0.00         587.00              0.00              525.00              0.00
0.00         547.00              0.00              490.00              0.00
0.00         547.00              0.00              490.00              0.00
0.00         185.00              0.00              185.00              0.00
0.00         155.00              0.00              186.00              0.00
0.00         124.00              0.00              155.00              0.00
0.00         93.00              0.00              132.00              0.00
0.00         75.00              0.00              112.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
0.00         62.00              0.00              93.00              0.00
1000.00         62.00              13.73              93.00              26.87
1000.00         62.00              20.59              30.00              42.41
1000.00         62.00              27.45              91.00              54.52
1000.00         62.00              34.32              189.00              64.94
1000.00         62.00              41.18              296.00              73.75
1000.00         60.00              48.08              392.00              81.38
1000.00         60.00              54.95              392.00              90.74
1000.00         982.00              46.65              1011.00              79.12
1000.00         1008.00              48.04              994.00              81.81
1000.00         1021.00              47.81              1001.00              81.60
1000.00         1028.00              47.57              1007.00              81.42
1000.00         1030.00              47.34              1006.00              81.37
1000.00         1030.00              47.13              1006.00              81.27
1000.00         1063.00              46.37              1005.00              81.22
1000.00         1042.00              46.31              1014.00              80.84
1000.00         1049.00              45.85              1011.00              80.77
1000.00         1042.00              45.62              1014.00              80.49
1000.00         1041.00              45.32              1012.00              80.36
1000.00         1041.00              45.01              1012.00              80.18
1000.00         1063.00              44.35              1034.00              79.27
1000.00         1057.00              44.03              1028.00              79.04
1000.00         1068.00              43.42              1030.00              78.54
1000.00         1071.00              42.89              1028.00              78.17
1000.00         1075.00              42.31              1029.00              77.72
1000.00         1075.00              41.77              1029.00              77.29
1000.00         1063.00              41.42              1034.00              76.69
1000.00         1042.00              41.28              1028.00              76.41
1000.00         1040.00              40.97              1020.00              76.24
1000.00         1035.00              40.76              1014.00              76.11
1000.00         1035.00              40.49              1018.00              75.75
1000.00         1035.00              40.24              1018.00              75.50
1000.00         1005.00              40.47              1034.00              74.70
1000.00         985.00              40.71              1028.00              74.45
1000.00         967.00              41.08              1024.00              74.15
1000.00         958.00              41.44              1023.00              73.81
1000.00         950.00              41.86              1019.00              73.60
1000.00         950.00              42.21              1019.00              73.30
1000.00         948.00              42.61              1005.00              73.49
1000.00         982.00              42.43              1011.00              73.16
1000.00         990.00              42.49              1000.00              73.39
1000.00         1004.00              42.35              1004.00              73.22
1000.00         1008.00              42.28              1002.00              73.24
1000.00         1008.00              42.23              1002.00              73.20
1000.00         1051.00              41.46              994.00              73.44
1000.00         1048.00              41.21              1005.00              73.13
1000.00         1040.00              40.99              1011.00              72.90
1000.00         1038.00              40.71              1017.00              72.56
1000.00         1035.00              40.48              1012.00              72.49
1000.00         1035.00              40.22              1012.00              72.30
1000.00         994.00              40.64              994.00              72.72
1000.00         997.00              40.56              1011.00              72.17
1000.00         994.00              40.64              1003.00              72.34
1000.00         997.00              40.63              1004.00              72.23
1000.00         1001.00              40.59              1006.00              72.11
1000.00         1001.00              40.59              1006.00              72.03
1000.00         1005.00              40.51              1005.00              71.97
1000.00         1000.00              40.57              1000.00              72.06
1000.00         992.00              40.69              1001.00              72.01
1000.00         995.00              40.68              981.00              72.67
1000.00         996.00              40.71              985.00              72.74
1000.00         996.00              40.74              985.00              72.98
1000.00         1000.00              40.70              1000.00              72.70
1000.00         997.00              40.76              997.00              72.86
1000.00         1007.00              40.61              998.00              72.86
1000.00         1002.00              40.66              1002.00              72.76
1000.00         1001.00              40.65              1001.00              72.77
1000.00         1001.00              40.65              1001.00              72.76
1000.00         994.00              40.75              994.00              72.97
1000.00         997.00              40.73              997.00              72.94
1000.00         994.00              40.81              1003.00              72.79
1000.00         1000.00              40.75              1000.00              72.87
1000.00         998.00              40.80              998.00              72.93
1000.00         998.00              40.81              998.00              72.95
1000.00         988.00              40.99              988.00              73.31
1000.00         994.00              40.96              1008.00              72.79
1000.00         1001.00              40.90              1011.00              72.64
1000.00         1000.00              40.92              1007.00              72.62
1000.00         1001.00              40.90              1006.00              72.54
1000.00         1001.00              40.89              1006.00              72.44
1000.00         1005.00              40.82              1034.00              71.42
1000.00         1000.00              40.87              1014.00              71.69
1000.00         1001.00              40.85              1011.00              71.51
1000.00         1000.00              40.86              1014.00              71.23
1000.00         1001.00              40.84              1012.00              71.10
1000.00         1001.00              40.84              1012.00              70.92
1000.00         1005.00              40.76              1005.00              70.97
1000.00         1000.00              40.82              1000.00              71.04
1000.00         1001.00              40.79              1001.00              70.99
1000.00         1000.00              40.80              1000.00              71.01
1000.00         1001.00              40.78              1001.00              70.97
1000.00         1001.00              40.78              1001.00              70.96
1000.00         1034.00              40.23              1005.00              70.82
1000.00         1014.00              40.37              1000.00              70.92
1000.00         1011.00              40.28              1001.00              70.87
1000.00         1007.00              40.26              1007.00              70.66
1000.00         1001.00              40.30              1006.00              70.61
1000.00         1001.00              40.28              1006.00              70.52
1000.00         1005.00              40.21              1034.00              69.50
1000.00         1000.00              40.26              1014.00              69.76
1000.00         1001.00              40.23              1011.00              69.58
1000.00         1000.00              40.24              1007.00              69.54
1000.00         1001.00              40.23              1006.00              69.46
1000.00         1001.00              40.22              1006.00              69.36
1000.00         1005.00              40.15              1005.00              69.31
1000.00         1000.00              40.20              1000.00              69.40
1000.00         1001.00              40.18              1001.00              69.34
1000.00         1000.00              40.19              992.00              69.63
1000.00         1003.00              40.13              997.00              69.55
1000.00         1003.00              40.12              997.00              69.62
1000.00         1017.00              39.87              988.00              69.96
1000.00         1011.00              39.87              997.00              69.80
1000.00         994.00              40.05              1003.00              69.68
1000.00         982.00              40.26              997.00              69.86
1000.00         968.00              40.61              997.00              69.88
1000.00         968.00              40.81              997.00              69.93
1000.00         911.00              41.99              1000.00              69.87
0.00         906.00              27.98              994.00              40.45
0.00         885.00              21.69              984.00              26.04
0.00         848.00              15.78              967.00              11.99
0.00         801.00              10.29              944.00              0.00
0.00         801.00              4.34              944.00              0.00
0.00         437.00              4.47              625.00              0.00
0.00         390.00              1.38              593.00              0.00
0.00         354.00              0.00              562.00              0.00
0.00         320.00              0.00              523.00              0.00
0.00         280.00              0.00              492.00              0.00
0.00         244.00              0.00              457.00              0.00
0.00         244.00              0.00              457.00              0.00
0.00         244.00              0.00              187.00              0.00
0.00         244.00              0.00              171.00              0.00
0.00         244.00              0.00              134.00              0.00
0.00         244.00              0.00              116.00              0.00
0.00         244.00              0.00              93.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
0.00         244.00              0.00              78.00              0.00
