SETPOINT    RPM RODA 1        PWM RODA 1         RPM RODA 2        PWM RODA 2
500.00         462.00              36.10              290.00              54.75
500.00         462.00              36.19              290.00              58.09
500.00         235.00              43.35              823.00              43.43
500.00         355.00              40.07              828.00              40.46
500.00         484.00              38.17              830.00              35.55
500.00         569.00              36.68              813.00              31.23
500.00         616.00              35.36              787.00              27.40
500.00         616.00              34.82              787.00              23.05
500.00         617.00              33.89              529.00              27.40
500.00         591.00              33.79              502.00              26.91
500.00         551.00              34.11              462.00              28.12
500.00         525.00              34.20              428.00              29.67
500.00         491.00              34.85              396.00              31.67
500.00         491.00              34.66              396.00              33.10
500.00         238.00              42.39              148.00              42.90
