SETPOINT      RPM RODA 1         PWM RODA 1        RPM RODA 2         PWM RODA 2
1000.00         1043.00              42.13              1009.00              71.57
1000.00         1063.00              41.19              1005.00              71.57
1000.00         1057.00              41.04              1014.00              71.18
1000.00         1049.00              40.80              1011.00              71.11
1000.00         1042.00              40.57              1007.00              71.07
1000.00         1041.00              40.23              1012.00              70.78
1000.00         1041.00              39.91              1012.00              70.62
1000.00         1005.00              40.68              1005.00              70.68
1000.00         1000.00              40.52              1000.00              70.74
1000.00         992.00              40.73              992.00              70.99
1000.00         991.00              40.76              991.00              71.12
1000.00         993.00              40.76              998.00              71.01
1000.00         993.00              40.83              998.00              71.07
1000.00         1000.00              40.67              1000.00              71.03
1000.00         997.00              40.82              997.00              71.14
1000.00         998.00              40.79              1007.00              70.84
1000.00         992.00              40.99              1000.00              71.00
1000.00         997.00              40.86              1003.00              70.88
1000.00         997.00              40.92              1003.00              70.84
1000.00         977.00              41.55              977.00              71.67
1000.00         1002.00              40.82              988.00              71.54
1000.00         994.00              41.23              994.00              71.56
1000.00         1002.00              40.97              995.00              71.64
1000.00         1003.00              40.99              997.00              71.65
1000.00         1003.00              40.97              997.00              71.70
1000.00         1005.00              40.89              977.00              72.42
1000.00         1011.00              40.68              982.00              72.52
1000.00         1003.00              40.89              994.00              72.40
1000.00         997.00              40.99              997.00              72.43
1000.00         997.00              40.96              1003.00              72.29
1000.00         997.00              40.99              1003.00              72.27
1000.00         959.00              42.16              1017.00              71.76
1000.00         939.00              42.80              997.00              72.22
1000.00         949.00              42.82              1007.00              71.86
1000.00         942.00              43.49              1000.00              72.03
1000.00         945.00              43.80              1003.00              71.90
1000.00         945.00              44.24              1003.00              71.87
1000.00         977.00              43.70              977.00              72.69
1000.00         988.00              43.78              1002.00              72.10
1000.00         984.00              44.07              1003.00              72.13
1000.00         985.00              44.14              1000.00              72.19
1000.00         983.00              44.32              1001.00              72.14
1000.00         983.00              44.44              1001.00              72.13
1000.00         977.00              44.75              977.00              72.92
1000.00         1002.00              44.12              1002.00              72.34
1000.00         1000.00              44.36              1000.00              72.47
1000.00         1001.00              44.31              1001.00              72.43
1000.00         1000.00              44.34              1000.00              72.45
1000.00         1000.00              44.33              1000.00              72.44
1000.00         994.00              44.51              994.00              72.64
1000.00         997.00              44.43              1011.00              72.14
1000.00         994.00              44.56              1013.00              71.98
1000.00         997.00              44.49              1004.00              72.09
1000.00         1001.00              44.42              1006.00              71.93
1000.00         1001.00              44.44              1006.00              71.85
1000.00         1005.00              44.31              1005.00              71.80
1000.00         1028.00              43.61              1000.00              71.89
1000.00         1040.00              43.20              1001.00              71.83
1000.00         1042.00              42.92              1007.00              71.62
1000.00         1046.00              42.49              1006.00              71.57
1000.00         1046.00              42.17              1006.00              71.48
1000.00         1063.00              41.30              1005.00              71.43
800.00         1057.00              36.56              1000.00              65.59
800.00         1024.00              35.54              1005.00              62.44
800.00         991.00              34.57              998.00              59.66
800.00         949.00              34.12              995.00              56.80
800.00         949.00              32.66              995.00              53.90
800.00         595.00              42.23              952.00              52.44
800.00         639.00              39.84              937.00              50.53
800.00         701.00              39.53              918.00              49.08
800.00         741.00              39.54              905.00              47.69
800.00         771.00              39.39              890.00              46.59
800.00         771.00              39.83              890.00              45.20
800.00         892.00              36.39              803.00              46.77
800.00         892.00              36.59              803.00              46.40
800.00         859.00              36.88              790.00              46.79
800.00         816.00              37.48              786.00              47.02
800.00         793.00              37.73              787.00              47.18
800.00         793.00              37.62              787.00              47.38
800.00         773.00              38.28              803.00              47.04
800.00         784.00              38.00              798.00              47.22
800.00         800.00              37.72              800.00              47.16
800.00         816.00              37.36              801.00              47.14
800.00         823.00              37.14              799.00              47.19
800.00         823.00              37.02              799.00              47.20
800.00         852.00              35.96              764.00              48.38
800.00         828.00              36.50              784.00              48.12
800.00         790.00              37.26              790.00              48.23
800.00         769.00              37.69              791.00              48.37
800.00         764.00              37.92              799.00              48.24
800.00         764.00              38.16              799.00              48.28
800.00         823.00              36.65              823.00              47.50
800.00         798.00              37.67              813.00              47.58
800.00         787.00              37.84              807.00              47.55
800.00         784.00              37.94              806.00              47.46
800.00         776.00              38.29              805.00              47.40
800.00         776.00              38.41              805.00              47.32
800.00         803.00              37.78              803.00              47.31
800.00         788.00              38.41              788.00              47.76
800.00         780.00              38.63              790.00              47.82
800.00         786.00              38.55              793.00              47.87
800.00         787.00              38.67              787.00              48.19
800.00         787.00              38.78              787.00              48.36
800.00         773.00              39.30              803.00              48.02
800.00         784.00              39.07              798.00              48.20
800.00         800.00              38.79              800.00              48.14
800.00         808.00              38.67              808.00              47.88
800.00         811.00              38.58              805.00              47.89
800.00         811.00              38.51              805.00              47.81
800.00         823.00              38.07              794.00              48.10
800.00         813.00              38.28              798.00              48.02
800.00         820.00              37.89              800.00              47.99
800.00         813.00              38.00              798.00              48.07
800.00         811.00              37.91              799.00              48.06
800.00         811.00              37.81              4.00              74.57
800.00         783.00              38.58              903.00              53.46
800.00         793.00              38.20              928.00              54.43
800.00         793.00              38.32              922.00              52.82
800.00         796.00              38.29              922.00              50.99
800.00         803.00              38.13              916.00              49.39
800.00         803.00              38.16              916.00              47.64
800.00         892.00              35.44              863.00              47.69
800.00         863.00              36.27              848.00              47.06
800.00         820.00              36.87              839.00              46.60
800.00         778.00              37.67              830.00              46.29
800.00         754.00              38.26              825.00              45.97
800.00         754.00              38.43              825.00              45.59
800.00         744.00              39.09              773.00              46.95
800.00         754.00              39.14              754.00              47.79
800.00         780.00              38.78              760.00              48.20
800.00         786.00              38.95              764.00              48.68
800.00         793.00              38.89              770.00              49.03
800.00         793.00              38.99              770.00              49.50
800.00         803.00              38.74              803.00              48.84
800.00         813.00              38.49              813.00              48.59
800.00         810.00              38.56              820.00              48.20
800.00         806.00              38.58              821.00              47.89
800.00         811.00              38.35              823.00              47.52
800.00         811.00              38.31              823.00              47.19
800.00         823.00              37.86              823.00              46.84
800.00         828.00              37.62              813.00              46.84
800.00         830.00              37.38              800.00              47.04
800.00         835.00              37.01              798.00              47.06
800.00         835.00              36.78              799.00              47.05
800.00         835.00              36.51              799.00              47.07
800.00         654.00              41.72              803.00              46.95
800.00         669.00              41.04              788.00              47.42
800.00         711.00              40.89              790.00              47.47
800.00         749.00              40.74              786.00              47.76
800.00         771.00              40.75              789.00              47.86
800.00         771.00              41.13              789.00              48.03
800.00         892.00              37.69              773.00              48.73
800.00         902.00              37.58              784.00              48.70
800.00         899.00              36.97              800.00              48.44
800.00         890.00              36.45              801.00              48.47
800.00         859.00              36.63              799.00              48.53
800.00         859.00              35.95              799.00              48.53
800.00         565.00              44.39              833.00              47.42
800.00         636.00              41.86              813.00              47.72
800.00         711.00              41.38              810.00              47.55
800.00         754.00              41.33              806.00              47.53
800.00         799.00              40.64              799.00              47.66
800.00         799.00              40.98              799.00              47.64
800.00         941.00              36.69              794.00              47.83
800.00         946.00              36.51              784.00              48.23
800.00         899.00              36.85              790.00              48.23
800.00         857.00              37.01              791.00              48.37
800.00         829.00              37.10              793.00              48.44
800.00         829.00              36.67              793.00              48.55
800.00         744.00              39.02              803.00              48.32
800.00         744.00              38.82              818.00              47.81
800.00         760.00              38.77              810.00              47.87
800.00         778.00              38.65              808.00              47.76
800.00         795.00              38.44              807.00              47.66
800.00         795.00              38.60              807.00              47.56
800.00         833.00              37.49              803.00              47.59
800.00         857.00              36.79              798.00              47.69
800.00         849.00              36.78              800.00              47.64
800.00         823.00              37.13              801.00              47.61
800.00         799.00              37.48              799.00              47.67
800.00         799.00              37.31              799.00              47.67
0.00         803.00              18.94              803.00              23.85
0.00         763.00              14.00              778.00              12.80
0.00         732.00              8.77              742.00              2.39
0.00         691.00              4.15              706.00              0.00
0.00         654.00              0.00              666.00              0.00
0.00         612.00              0.00              632.00              0.00
0.00         612.00              0.00              632.00              0.00
0.00         281.00              0.00              343.00              0.00
0.00         234.00              0.00              312.00              0.00
0.00         197.00              0.00              270.00              0.00
0.00         155.00              0.00              249.00              0.00
0.00         130.00              0.00              218.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
0.00         109.00              0.00              192.00              0.00
800.00         109.00              15.77              192.00              18.01
800.00         109.00              21.09              192.00              27.02
800.00         109.00              26.40              192.00              36.03
800.00         109.00              31.72              192.00              45.04
800.00         109.00              37.03              14.00              59.98
800.00         35.00              44.59              65.00              69.26
800.00         35.00              49.92              65.00              80.34
800.00         853.00              31.04              884.00              63.93
800.00         873.00              36.12              933.00              64.09
800.00         836.00              36.83              956.00              61.53
800.00         805.00              37.21              962.00              59.10
800.00         787.00              37.49              960.00              56.79
800.00         787.00              37.45              960.00              54.42
800.00         803.00              37.07              922.00              53.31
800.00         798.00              37.32              917.00              51.53
800.00         810.00              36.93              909.00              50.04
800.00         801.00              37.22              905.00              48.53
800.00         793.00              37.38              894.00              47.33
800.00         793.00              37.38              894.00              45.90
800.00         803.00              37.13              803.00              47.54
800.00         813.00              36.88              798.00              47.32
800.00         790.00              37.55              800.00              47.27
800.00         784.00              37.64              791.00              47.57
800.00         776.00              37.96              787.00              47.81
800.00         776.00              38.08              787.00              47.99
800.00         823.00              36.84              764.00              48.94
800.00         798.00              37.77              784.00              48.73
800.00         790.00              37.84              780.00              49.17
800.00         784.00              38.04              784.00              49.32
800.00         793.00              37.85              787.00              49.47
800.00         793.00              37.97              787.00              49.67
800.00         803.00              37.72              803.00              49.33
800.00         788.00              38.23              818.00              48.85
800.00         780.00              38.45              820.00              48.57
800.00         786.00              38.36              808.00              48.68
800.00         789.00              38.42              813.00              48.35
800.00         789.00              38.53              813.00              48.18
800.00         803.00              38.19              803.00              48.32
800.00         798.00              38.42              813.00              47.90
800.00         800.00              38.34              810.00              47.85
800.00         801.00              38.33              808.00              47.76
800.00         811.00              38.02              799.00              47.93
800.00         811.00              38.01              799.00              47.91
800.00         863.00              36.35              803.00              47.79
800.00         798.00              38.23              784.00              48.40
800.00         780.00              38.30              790.00              48.36
800.00         776.00              38.44              791.00              48.50
800.00         776.00              38.60              793.00              48.57
800.00         776.00              38.78              793.00              48.68
800.00         794.00              38.42              794.00              48.75
800.00         813.00              38.03              798.00              48.71
800.00         810.00              38.16              790.00              49.02
800.00         806.00              38.18              798.00              48.87
800.00         811.00              37.95              799.00              48.90
800.00         811.00              37.91              799.00              48.92
800.00         803.00              38.06              803.00              48.80
800.00         788.00              38.43              818.00              48.27
800.00         790.00              38.36              810.00              48.33
800.00         801.00              38.11              801.00              48.45
800.00         801.00              38.19              807.00              48.20
800.00         801.00              38.18              807.00              48.12
800.00         833.00              37.20              833.00              47.15
800.00         843.00              36.89              813.00              47.42
800.00         839.00              36.75              820.00              46.92
800.00         808.00              37.36              808.00              47.05
800.00         787.00              37.70              805.00              46.99
800.00         787.00              37.65              805.00              46.90
800.00         773.00              38.17              803.00              46.90
800.00         798.00              37.52              769.00              47.98
800.00         810.00              37.35              770.00              48.28
800.00         813.00              37.28              769.00              48.76
800.00         811.00              37.26              776.00              48.98
800.00         811.00              37.16              776.00              49.36
800.00         823.00              36.71              794.00              49.12
800.00         813.00              36.93              813.00              48.64
800.00         770.00              38.05              810.00              48.62
800.00         747.00              38.66              813.00              48.36
800.00         740.00              39.11              811.00              48.24
800.00         740.00              39.52              811.00              48.07
800.00         803.00              38.07              803.00              48.18
800.00         818.00              38.07              818.00              47.60
800.00         810.00              38.28              800.00              47.99
800.00         808.00              38.20              801.00              47.89
800.00         813.00              37.98              801.00              47.88
800.00         813.00              37.91              801.00              47.87
800.00         803.00              38.12              773.00              48.79
800.00         813.00              37.72              784.00              48.72
800.00         820.00              37.48              790.00              48.79
800.00         823.00              37.29              793.00              48.86
800.00         829.00              36.95              799.00              48.78
800.00         829.00              36.77              799.00              48.82
800.00         714.00              40.03              803.00              48.70
800.00         710.00              39.96              813.00              48.33
800.00         731.00              39.98              810.00              48.28
800.00         747.00              40.19              806.00              48.25
800.00         764.00              40.20              811.00              47.98
800.00         764.00              40.60              811.00              47.84
800.00         852.00              38.21              794.00              48.24
800.00         857.00              38.32              798.00              48.13
800.00         859.00              37.86              800.00              48.11
800.00         843.00              37.90              798.00              48.19
800.00         835.00              37.69              799.00              48.17
800.00         835.00              37.37              799.00              48.19
800.00         773.00              38.97              803.00              48.07
800.00         788.00              38.27              788.00              48.54
800.00         790.00              38.41              790.00              48.60
800.00         793.00              38.41              801.00              48.39
800.00         795.00              38.43              801.00              48.42
800.00         795.00              38.48              801.00              48.40
800.00         803.00              38.28              803.00              48.32
800.00         798.00              38.46              813.00              47.95
800.00         810.00              38.08              810.00              47.89
800.00         816.00              37.91              808.00              47.80
800.00         817.00              37.80              805.00              47.77
800.00         817.00              37.68              805.00              47.69
800.00         833.00              37.06              744.00              49.65
800.00         843.00              36.62              769.00              49.42
800.00         830.00              36.76              790.00              49.27
800.00         798.00              37.40              791.00              49.46
1000.00         781.00              42.26              799.00              55.26
1000.00         781.00              43.82              799.00              58.27
1000.00         901.00              41.87              872.00              58.81
1000.00         935.00              42.49              891.00              60.34
1000.00         953.00              42.70              904.00              61.60
1000.00         964.00              42.87              913.00              62.77
1000.00         977.00              42.83              925.00              63.69
1000.00         977.00              43.10              925.00              64.84
1000.00         1058.00              40.83              1000.00              63.46
1000.00         1040.00              41.53              982.00              64.33
1000.00         1042.00              41.03              984.00              64.47
1000.00         1040.00              40.78              975.00              65.01
1000.00         1035.00              40.61              978.00              65.25
1000.00         1035.00              40.30              978.00              65.59
1000.00         1017.00              40.58              988.00              65.58
1000.00         1017.00              40.31              988.00              65.79
1000.00         1003.00              40.61              984.00              66.10
1000.00         1007.00              40.36              985.00              66.29
1000.00         1001.00              40.52              983.00              66.59
1000.00         1001.00              40.46              983.00              66.83
1000.00         919.00              42.94              977.00              67.28
1000.00         944.00              42.19              988.00              67.23
1000.00         939.00              42.96              988.00              67.45
1000.00         940.00              43.36              983.00              67.80
1000.00         946.00              43.65              987.00              67.90
1000.00         946.00              44.11              987.00              68.10
1000.00         1029.00              42.01              1000.00              67.86
1000.00         1026.00              42.50              982.00              68.51
1000.00         1032.00              42.10              994.00              68.31
1000.00         1040.00              41.65              989.00              68.61
1000.00         1041.00              41.37              995.00              68.56
1000.00         1041.00              41.07              995.00              68.65
1000.00         1046.00              40.60              1017.00              67.99
1000.00         1034.00              40.65              1005.00              68.22
1000.00         1024.00              40.60              1005.00              68.10
1000.00         1024.00              40.34              1002.00              68.13
1000.00         1020.00              40.28              1003.00              68.06
1000.00         1020.00              40.09              1003.00              68.02
1000.00         1005.00              40.39              1005.00              67.90
1000.00         1000.00              40.39              1000.00              68.00
1000.00         1001.00              40.33              1001.00              67.95
1000.00         1000.00              40.36              1000.00              67.97
1000.00         1001.00              40.32              1001.00              67.94
1000.00         1001.00              40.32              1001.00              67.93
1000.00         1005.00              40.19              1005.00              67.78
1000.00         1000.00              40.33              985.00              68.39
1000.00         1005.00              40.14              996.00              68.17
1000.00         1001.00              40.26              994.00              68.33
1000.00         996.00              40.38              996.00              68.35
1000.00         996.00              40.37              996.00              68.42
1000.00         959.00              41.52              988.00              68.74
1000.00         950.00              41.83              1008.00              68.22
1000.00         968.00              41.61              998.00              68.51
1000.00         983.00              41.53              998.00              68.50
1000.00         992.00              41.50              998.00              68.53
1000.00         992.00              41.63              998.00              68.56
1000.00         1029.00              40.57              970.00              69.53
1000.00         1017.00              40.99              988.00              69.27
1000.00         1017.00              40.77              998.00              69.18
1000.00         1014.00              40.73              992.00              69.44
1000.00         1015.00              40.57              997.00              69.37
1000.00         1015.00              40.46              997.00              69.44
1000.00         1017.00              40.28              1017.00              68.82
1000.00         1011.00              40.35              1026.00              68.34
1000.00         1005.00              40.40              1015.00              68.35
1000.00         1005.00              40.32              1012.00              68.19
1000.00         1003.00              40.34              1009.00              68.10
1000.00         1003.00              40.30              1009.00              67.96
1000.00         994.00              40.55              994.00              68.32
1000.00         997.00              40.44              997.00              68.26
1000.00         994.00              40.58              994.00              68.41
1000.00         995.00              40.57              995.00              68.46
1000.00         994.00              40.65              994.00              68.57
1000.00         994.00              40.69              994.00              68.65
1000.00         1000.00              40.55              1029.00              67.57
1000.00         997.00              40.69              997.00              68.34
1000.00         998.00              40.66              1007.00              67.93
1000.00         1000.00              40.62              1007.00              67.87
1000.00         1001.00              40.60              1001.00              67.96
1000.00         1001.00              40.60              1001.00              67.93
1000.00         1005.00              40.47              1005.00              67.78
1000.00         1000.00              40.62              1000.00              67.89
1000.00         1001.00              40.55              1001.00              67.83
1000.00         1000.00              40.58              1000.00              67.86
1000.00         995.00              40.72              995.00              68.02
1000.00         995.00              40.72              995.00              68.07
1000.00         1000.00              40.61              970.00              68.98
1000.00         988.00              41.01              988.00              68.73
1000.00         1001.00              40.62              992.00              68.84
1000.00         995.00              40.89              988.00              69.11
1000.00         996.00              40.86              996.00              69.01
1000.00         996.00              40.89              996.00              69.10
1000.00         988.00              41.17              988.00              69.42
1000.00         1008.00              40.59              994.00              69.37
1000.00         1007.00              40.71              998.00              69.35
1000.00         1010.00              40.56              1002.00              69.26
1000.00         1006.00              40.63              1001.00              69.28
1000.00         1006.00              40.55              1001.00              69.26
1000.00         994.00              40.87              994.00              69.48
1000.00         997.00              40.73              997.00              69.44
1000.00         978.00              41.35              1007.00              69.16
1000.00         971.00              41.59              1000.00              69.33
1000.00         962.00              42.04              1003.00              69.20
1000.00         962.00              42.26              1003.00              69.17
1000.00         930.00              43.52              1017.00              68.66
1000.00         939.00              43.55              1011.00              68.66
1000.00         945.00              43.91              1003.00              68.74
1000.00         953.00              44.13              997.00              68.87
1000.00         957.00              44.43              991.00              69.09
1000.00         957.00              44.79              991.00              69.20
1000.00         1017.00              43.31              988.00              69.43
1000.00         1002.00              44.08              988.00              69.60
1000.00         1003.00              43.92              984.00              69.91
1000.00         1000.00              43.99              992.00              69.87
1000.00         995.00              44.12              989.00              70.12
1000.00         995.00              44.12              989.00              70.27
0.00         988.00              21.55              988.00              40.83
0.00         967.00              14.53              982.00              26.39
0.00         910.00              8.66              930.00              13.56
0.00         853.00              2.97              891.00              0.89
0.00         800.00              0.00              843.00              0.00
0.00         757.00              0.00              797.00              0.00
0.00         757.00              0.00              797.00              0.00
0.00         343.00              0.00              437.00              0.00
0.00         312.00              0.00              406.00              0.00
0.00         280.00              0.00              373.00              0.00
0.00         241.00              0.00              342.00              0.00
0.00         211.00              0.00              317.00              0.00
0.00         176.00              0.00              291.00              0.00
0.00         176.00              0.00              291.00              0.00
0.00         176.00              0.00              61.00              0.00
0.00         176.00              0.00              31.00              0.00
0.00         176.00              0.00              20.00              0.00
0.00         176.00              0.00              15.00              0.00
0.00         176.00              0.00              12.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
0.00         176.00              0.00              10.00              0.00
