SETPOINT      RPM RODA 1         PWM RODA 1        RPM RODA 2         PWM RODA 2
0.00         817.00              12.41              787.00              12.62
0.00         701.00              9.74              670.00              4.86
0.00         648.00              6.05              632.00              0.00
0.00         606.00              2.55              586.00              0.00
0.00         565.00              0.00              549.00              0.00
0.00         527.00              0.00              514.00              0.00
0.00         486.00              0.00              481.00              0.00
0.00         486.00              0.00              481.00              0.00
0.00         123.00              0.00              216.00              0.00
0.00         108.00              0.00              186.00              0.00
0.00         72.00              0.00              155.00              0.00
0.00         54.00              0.00              132.00              0.00
0.00         43.00              0.00              112.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
0.00         36.00              0.00              93.00              0.00
1000.00         36.00              23.02              93.00              26.87
1000.00         36.00              29.68              93.00              40.31
1000.00         36.00              36.34              93.00              53.75
1000.00         7.00              43.75              30.00              69.29
1000.00         79.00              48.71              109.00              80.79
1000.00         192.00              52.30              237.00              90.02
1000.00         192.00              58.09              237.00              101.79
1000.00         1104.00              40.23              1075.00              85.16
1000.00         1106.00              41.13              1077.00              87.09
1000.00         1101.00              40.53              1082.00              85.79
1000.00         1088.00              40.16              1074.00              84.86
1000.00         1072.00              39.94              1077.00              83.63
1000.00         1072.00              39.41              1077.00              82.50
1000.00         890.00              43.59              1063.00              81.83
1000.00         905.00              43.63              1063.00              80.84
1000.00         923.00              43.85              1067.00              79.78
1000.00         929.00              44.26              1066.00              78.83
1000.00         935.00              44.61              1068.00              77.79
1000.00         935.00              45.07              1068.00              76.79
1000.00         1017.00              43.41              1046.00              76.51
1000.00         1020.00              43.37              1048.00              75.68
1000.00         1024.00              43.13              1044.00              75.11
1000.00         1031.00              42.79              1045.00              74.41
1000.00         1032.00              42.57              1043.00              73.82
1000.00         1032.00              42.35              1043.00              73.17
1000.00         1063.00              41.33              1063.00              71.87
1000.00         1042.00              41.49              1042.00              71.71
1000.00         1049.00              40.98              1040.00              71.07
1000.00         1042.00              40.84              1021.00              71.11
1000.00         1035.00              40.71              1024.00              70.63
1000.00         1035.00              40.46              1024.00              70.28
1000.00         977.00              41.71              1005.00              70.56
1000.00         968.00              41.99              1026.00              69.72
1000.00         961.00              42.38              1019.00              69.64
1000.00         946.00              43.02              1018.00              69.37
1000.00         946.00              43.36              1016.00              69.16
1000.00         946.00              43.74              1016.00              68.92
1000.00         977.00              43.31              1005.00              69.05
1000.00         982.00              43.40              1011.00              68.73
1000.00         980.00              43.59              1009.00              68.66
1000.00         975.00              43.85              1011.00              68.45
1000.00         975.00              44.01              1010.00              68.33
1000.00         975.00              44.19              1010.00              68.18
1000.00         1005.00              43.59              977.00              69.13
1000.00         997.00              43.81              997.00              68.68
1000.00         988.00              44.05              1007.00              68.47
1000.00         992.00              44.01              1007.00              68.40
1000.00         997.00              43.95              997.00              68.63
1000.00         997.00              43.98              997.00              68.64
1000.00         970.00              44.69              1000.00              68.58
1000.00         988.00              44.39              1002.00              68.53
1000.00         988.00              44.50              1007.00              68.34
1000.00         995.00              44.41              1010.00              68.15
1000.00         997.00              44.40              1009.00              68.05
1000.00         997.00              44.43              1009.00              67.91
1000.00         977.00              44.96              1005.00              67.91
1000.00         997.00              44.57              997.00              68.09
1000.00         994.00              44.70              994.00              68.20
1000.00         1002.00              44.53              1002.00              68.02
1000.00         1006.00              44.43              1001.00              68.05
1000.00         1006.00              44.40              1001.00              68.03
1000.00         1079.00              42.48              994.00              68.25
1000.00         1091.00              41.76              1005.00              67.94
1000.00         1078.00              41.49              992.00              68.34
1000.00         1070.00              41.13              998.00              68.22
1000.00         1063.00              40.81              994.00              68.40
1000.00         1063.00              40.36              994.00              68.47
1000.00         1017.00              41.11              1017.00              67.80
1000.00         1005.00              41.22              1005.00              68.03
1000.00         986.00              41.65              1005.00              67.91
1000.00         969.00              42.15              1005.00              67.84
1000.00         967.00              42.38              1002.00              67.86
1000.00         967.00              42.61              1002.00              67.82
1000.00         988.00              42.30              1017.00              67.29
1000.00         982.00              42.57              997.00              67.76
1000.00         998.00              42.27              998.00              67.70
1000.00         1010.00              42.01              995.00              67.83
1000.00         1017.00              41.78              1000.00              67.73
1000.00         1017.00              41.68              1000.00              67.75
1000.00         1063.00              40.38              948.00              69.48
1000.00         1040.00              40.62              982.00              68.93
1000.00         1028.00              40.61              990.00              69.05
1000.00         1026.00              40.44              997.00              69.00
1000.00         1021.00              40.39              993.00              69.20
1000.00         1021.00              40.23              993.00              69.29
1000.00         977.00              41.22              1005.00              68.99
1000.00         982.00              41.17              1011.00              68.76
1000.00         990.00              41.10              1000.00              68.99
1000.00         1004.00              40.82              997.00              69.05
1000.00         1004.00              40.82              998.00              69.05
1000.00         1004.00              40.79              998.00              69.08
1000.00         977.00              41.46              1005.00              68.88
1000.00         982.00              41.44              1011.00              68.63
1000.00         994.00              41.26              1003.00              68.76
1000.00         1004.00              41.07              1004.00              68.65
1000.00         1004.00              41.06              998.00              68.79
1000.00         1004.00              41.03              998.00              68.80
1000.00         1017.00              40.67              1017.00              68.20
1000.00         1020.00              40.50              1005.00              68.42
1000.00         1015.00              40.50              1005.00              68.30
1000.00         1017.00              40.33              1002.00              68.32
1000.00         1003.00              40.58              1003.00              68.25
1000.00         1003.00              40.53              1003.00              68.21
1000.00         919.00              42.67              1005.00              68.10
1000.00         919.00              43.08              991.00              68.50
1000.00         926.00              43.46              994.00              68.48
1000.00         927.00              43.95              992.00              68.64
1000.00         936.00              44.23              994.00              68.69
1000.00         936.00              44.69              994.00              68.79
1000.00         959.00              44.54              1017.00              68.11
1000.00         988.00              44.12              1002.00              68.44
1000.00         984.00              44.36              1003.00              68.32
1000.00         992.00              44.26              1007.00              68.15
1000.00         983.00              44.56              1001.00              68.26
1000.00         983.00              44.66              1001.00              68.22
1000.00         1005.00              44.21              977.00              69.01
0.00         1011.00              20.18              997.00              38.96
0.00         986.00              13.85              976.00              24.97
0.00         929.00              8.45              943.00              11.53
0.00         880.00              3.19              904.00              0.00
0.00         880.00              0.00              904.00              0.00
0.00         468.00              1.53              593.00              0.00
0.00         434.00              0.00              559.00              0.00
0.00         394.00              0.00              518.00              0.00
0.00         350.00              0.00              490.00              0.00
0.00         317.00              0.00              455.00              0.00
0.00         280.00              0.00              426.00              0.00
0.00         280.00              0.00              426.00              0.00
0.00         280.00              0.00              156.00              0.00
0.00         280.00              0.00              140.00              0.00
0.00         280.00              0.00              114.00              0.00
0.00         280.00              0.00              93.00              0.00
0.00         280.00              0.00              75.00              0.00
0.00         280.00              0.00              62.00              0.00
0.00         280.00              0.00              62.00              0.00
0.00         280.00              0.00              62.00              0.00
0.00         280.00              0.00              62.00              0.00
