(RODA 2 COM O CIRCUITO DA RODA 1)
PWM    RPM R1    RPM R2    RPM R3
100PWM    RPM R1    RPM R2    RPM R3
20    735    0    0
20    735    0    0
20    733    0    0
20    730    0    0
20    735    0    0
20    731    0    0
20    733    0    0
20    733    0    0
20    733    0    0
20    737    0    0
20    734    0    0
20    0    0    0
20    735    0    0
20    757    0    0
20    740    0    0
20    719    0    0
20    753    0    0
20    732    0    0
20    732    0    0
20    733    0    0
20    733    0    0
20    739    0    0
20    733    0    0
20    742    0    0
20    737    0    0
20    741    0    0
20    740    0    0
20    739    0    0
20    737    0    0
20    741    0    0
20    735    0    0
20    739    0    0
20    742    0    0
20    741    0    0
20    737    0    0
20    740    0    0
20    739    0    0
20    739    0    0
20    741    0    0
20    737    0    0
20    740    0    0
20    0    0    0
20    781    0    0
20    763    0    0
20    765    0    0
20    746    0    0
20    738    0    0
20    757    0    0
20    741    0    0
20    746    0    0
20    750    0    0
20    753    0    0
20    751    0    0
