(RODA 2 COM O CIRCUITO DA RODA 1)
PWM    RPM R1    RPM R2    RPM R3
100PWM    RPM R1    RPM R2    RPM R3
100    1293    0    0
100    1294    0    0
100    1288    0    0
100    1294    0    0
100    1292    0    0
100    1290    0    0
100    1288    0    0
100    1287    0    0
100    1288    0    0
100    1287    0    0
100    1288    0    0
100    0    0    0
100    1428    0    0
100    1333    0    0
100    1329    0    0
100    1286    0    0
100    1295    0    0
100    1314    0    0
100    1305    0    0
100    1307    0    0
100    1309    0    0
100    1302    0    0
100    1297    0    0
100    1294    0    0
100    1302    0    0
100    1293    0    0
100    1300    0    0
100    1302    0    0
100    1290    0    0
100    1296    0    0
100    1293    0    0
100    1295    0    0
100    1296    0    0
100    1291    0    0
100    1292    0    0
100    1290    0    0
100    1292    0    0
100    1290    0    0
100    1291    0    0
100    1287    0    0
100    1288    0    0
100    1287    0    0
100    0    0    0
100    1323    0    0
100    1214    0    0
100    1250    0    0
100    1286    0    0
100    1279    0    0
100    1275    0    0
100    1280    0    0
100    1276    0    0
100    1282    0    0
100    1272    0    0
100    1277    0    0
100    1287    0    0
100    1284    0    0
100    1276    0    0
100    1284    0    0
100    1282    0    0
100    1285    0    0
100    1283    0    0
100    1281    0    0
100    1283    0    0
100    1289    0    0
100    1287    0    0
100    1285    0    0
100    1290    0    0
100    1285    0    0
100    1290    0    0
100    1288    0    0
100    1287    0    0
100    1290    0    0
100    0    0    0
100    1363    0    0
100    1250    0    0
100    1277    0    0
100    1311    0    0
100    1297    0    0
100    1289    0    0
100    1282    0    0
100    1289    0    0
100    1292    0    0
100    1304    0    0
100    1291    0    0
100    1294    0    0
100    1291    0    0
100    1288    0    0
100    1295    0    0
100    1293    0    0
100    1285    0    0
100    1292    0    0
100    1294    0    0
100    1295    0    0
100    1297    0    0
100    1294    0    0
100    1295    0    0
100    1291    0    0
100    1292    0    0
100    1296    0    0
100    1291    0    0
100    1292    0    0
100    1294    0    0
100    1295    0    0
100    0    0    0
100    1333    0    0
100    1250    0    0
100    1299    0    0
100    1287    0    0
100    1295    0    0
100    1287    0    0
100    1304    0    0
100    1287    0    0
100    1291    0    0
100    1287    0    0
100    1291    0    0
100    1287    0    0
100    1296    0    0
100    1287    0    0
100    1290    0    0
100    1292    0    0
100    1289    0    0
100    1287    0    0
100    1289    0    0
100    1283    0    0
100    1288    0    0
100    1284    0    0
100    1285    0    0
100    1290    0    0
100    1286    0    0
100    1287    0    0
100    1283    0    0
100    1284    0    0
100    1288    0    0
100    1287    0    0
100    0    0    0
100    1250    0    0
100    1285    0    0
100    1274    0    0
100    1285    0    0
100    1264    0    0
100    1274    0    0
100    1271    0    0
100    1277    0    0
100    1291    0    0
100    1279    0    0
100    1283    0    0
100    1281    0    0
100    1289    0    0
100    1286    0    0
100    1284    0    0
100    1287    0    0
100    1289    0    0
100    1291    0    0
100    1289    0    0
100    1290    0    0
100    1289    0    0
100    1286    0    0
100    1292    0    0
100    1290    0    0
100    1291    0    0
100    1292    0    0
100    1291    0    0
100    1292    0    0
100    1288    0    0
100    0    0    0
100    1250    0    0
100    1319    0    0
100    1298    0    0
100    1268    0    0
100    1279    0    0
100    1286    0    0
100    1282    0    0
100    1286    0    0
100    1291    0    0
100    1287    0    0
100    1290    0    0
100    1292    0    0
100    1289    0    0
100    1286    0    0
100    1284    0    0
100    1282    0    0
100    1285    0    0
100    1283    0    0
100    1288    0    0
100    1291    0    0
100    1285    0    0
100    1287    0    0
100    1289    0    0
100    1287    0    0
100    1288    0    0
100    1287    0    0
100    1286    0    0
100    1287    0    0
100    1286    0    0
100    0    0    0
100    1250    0    0
100    1290    0    0
100    1299    0    0
100    1307    0    0
100    1281    0    0
100    1299    0    0
100    1293    0    0
100    1287    0    0
100    1283    0    0
100    1295    0    0
100    1291    0    0
100    1294    0    0
100    1285    0    0
100    1287    0    0
120    1295    0    0
120    1297    0    0
120    1298    0    0
120    1291    0    0
120    1293    0    0
120    1298    0    0
120    1300    0    0
120    1297    0    0
120    1299    0    0
120    1293    0    0
120    1298    0    0
120    1295    0    0
120    1300    0    0
120    1298    0    0
120    1301    0    0
120    0    0    0
120    1250    0    0
120    1287    0    0
120    1329    0    0
120    1328    0    0
120    1296    0    0
120    1301    0    0
120    1304    0    0
120    1297    0    0
120    1309    0    0
120    1303    0    0
120    1305    0    0
120    1300    0    0
120    1308    0    0
120    1304    0    0
120    1305    0    0
120    1311    0    0
120    1307    0    0
120    1308    0    0
120    1309    0    0
120    1310    0    0
120    1307    0    0
120    1308    0    0
120    1305    0    0
120    1306    0    0
120    1310    0    0
120    1308    0    0
120    1311    0    0
120    1305    0    0
120    1309    0    0
120    0    0    0
120    1428    0    0
120    1333    0    0
120    1302    0    0
120    1328    0    0
120    1308    0    0
120    1314    0    0
120    1315    0    0
120    1325    0    0
120    1317    0    0
120    1317    0    0
120    1312    0    0
120    1319    0    0
120    1313    0    0
120    1315    0    0
120    1310    0    0
120    1311    0    0
120    1312    0    0
120    1313    0    0
120    1317    0    0
120    1318    0    0
120    1310    0    0
120    1315    0    0
120    1315    0    0
120    1316    0    0
120    1313    0    0
120    1313    0    0
120    1311    0    0
120    1314    0    0
120    1314    0    0
120    1315    0    0
120    0    0    0
120    1250    0    0
120    1285    0    0
120    1323    0    0
120    1321    0    0
120    1309    0    0
120    1311    0    0
120    1303    0    0
120    1313    0    0
120    1315    0    0
120    1317    0    0
120    1317    0    0
120    1305    0    0
120    1307    0    0
120    1308    0    0
120    1310    0    0
120    1314    0    0
120    1311    0    0
120    1307    0    0
120    1312    0    0
120    1309    0    0
120    1313    0    0
120    1311    0    0
120    1311    0    0
120    1312    0    0
120    1309    0    0
120    1313    0    0
120    1310    0    0
120    1314    0    0
120    1311    0    0
120    0    0    0
120    1250    0    0
120    1287    0    0
120    1326    0    0
120    1268    0    0
120    1295    0    0
120    1310    0    0
120    1303    0    0
120    1296    0    0
120    1290    0    0
120    1301    0    0
120    1303    0    0
120    1299    0    0
120    1307    0    0
120    1308    0    0
120    1299    0    0
120    1301    0    0
120    1302    0    0
120    1300    0    0
120    1305    0    0
120    1306    0    0
120    1303    0    0
120    1301    0    0
120    1305    0    0
120    1306    0    0
120    1304    0    0
120    1307    0    0
120    1305    0    0
120    1305    0    0
120    1306    0    0
120    0    0    0
120    1406    0    0
120    1287    0    0
120    1274    0    0
120    1305    0    0
120    1295    0    0
120    1299    0    0
120    1314    0    0
120    1313    0    0
120    1300    0    0
120    1310    0    0
120    1311    0    0
120    1312    0    0
120    1313    0    0
120    1309    0    0
120    1314    0    0
120    1310    0    0
120    1316    0    0
120    1311    0    0
120    1309    0    0
120    1309    0    0
120    1310    0    0
120    1314    0    0
120    1315    0    0
120    1312    0    0
120    1309    0    0
120    1310    0    0
120    1311    0    0
120    1311    0    0
120    1309    0    0
120    1312    0    0
120    0    0    0
120    1250    0    0
120    1328    0    0
120    1298    0    0
120    1304    0    0
120    1292    0    0
120    1299    0    0
120    1303    0    0
120    1305    0    0
120    1316    0    0
120    1302    0    0
120    1311    0    0
120    1312    0    0
120    1307    0    0
120    1319    0    0
120    1308    0    0
120    1310    0    0
120    1311    0    0
120    1308    0    0
120    1313    0    0
120    1310    0    0
120    1309    0    0
120    1311    0    0
120    1314    0    0
120    1309    0    0
120    1312    0    0
120    1313    0    0
120    1310    0    0
120    1311    0    0
120    1314    0    0
120    0    0    0
120    1323    0    0
120    1250    0    0
120    1298    0    0
120    1286    0    0
120    1294    0    0
120    1299    0    0
120    1314    0    0
120    1305    0    0
120    1307    0    0
120    1302    0    0
120    1311    0    0
120    1312    0    0
120    1307    0    0
120    1308    0    0
120    1314    0    0
120    1314    0    0
120    1311    0    0
120    1311    0    0
120    1316    0    0
120    1309    0    0
120    1310    0    0
120    1310    0    0
120    1314    0    0
120    1312    0    0
120    1310    0    0
120    1307    0    0
120    1308    0    0
120    1311    0    0
120    1309    0    0
120    0    0    0
120    1250    0    0
120    1287    0    0
120    1320    0    0
120    1321    0    0
120    1323    0    0
120    1297    0    0
120    1303    0    0
120    1315    0    0
120    1306    0    0
120    1302    0    0
120    1311    0    0
120    1305    0    0
120    1301    0    0
120    1309    0    0
120    1310    0    0
120    1310    0    0
120    1307    0    0
120    1308    0    0
120    1305    0    0
120    1309    0    0
120    1310    0    0
120    1307    0    0
120    1312    0    0
120    1309    0    0
120    1306    0    0
120    1307    0    0
120    1308    0    0
120    1311    0    0
120    1309    0    0
120    0    0    0
120    1250    0    0
120    1323    0    0
120    1318    0    0
120    1304    0    0
120    1292    0    0
120    1299    0    0
120    1303    0    0
120    1315    0    0
120    1306    0    0
120    1302    0    0
120    1311    0    0
120    1304    0    0
120    1313    0    0
120    1309    0    0
120    1309    0    0
120    1310    0    0
120    1310    0    0
120    1308    0    0
120    1309    0    0
120    1309    0    0
120    1310    0    0
120    1307    0    0
120    1308    0    0
120    1309    0    0
120    1306    0    0
120    1307    0    0
120    1308    0    0
120    1308    0    0
120    1306    0    0
120    0    0    0
120    1333    0    0
120    1323    0    0
120    1298    0    0
120    1325    0    0
120    1310    0    0
120    1313    0    0
120    1314    0    0
120    1296    0    0
120    1299    0    0
120    1310    0    0
120    1310    0    0
120    1306    0    0
100    1307    0    0
100    1309    0    0
100    1305    0    0
100    1306    0    0
100    1303    0    0
100    1304    0    0
100    1309    0    0
100    1306    0    0
100    1303    0    0
100    1304    0    0
100    1302    0    0
100    1303    0    0
100    1301    0    0
100    1299    0    0
100    1297    0    0
100    1301    0    0
100    1296    0    0
100    1300    0    0
100    0    0    0
100    1406    0    0
100    1287    0    0
100    1326    0    0
100    1323    0    0
100    1296    0    0
100    1288    0    0
100    1293    0    0
100    1297    0    0
100    1301    0    0
100    1295    0    0
100    1298    0    0
100    1294    0    0
100    1291    0    0
100    1292    0    0
100    1295    0    0
100    1297    0    0
100    1294    0    0
100    1296    0    0
100    1293    0    0
100    1295    0    0
100    1300    0    0
100    1294    0    0
100    1296    0    0
100    1297    0    0
100    1298    0    0
100    1299    0    0
100    1294    0    0
100    1298    0    0
100    1294    0    0
100    1297    0    0
100    0    0    0
100    1406    0    0
100    1319    0    0
100    1299    0    0
100    1305    0    0
100    1295    0    0
100    1299    0    0
100    1314    0    0
100    1296    0    0
100    1291    0    0
100    1295    0    0
100    1297    0    0
100    1299    0    0
100    1307    0    0
100    1298    0    0
100    1300    0    0
100    1296    0    0
100    1303    0    0
100    1304    0    0
100    1305    0    0
100    1298    0    0
100    1296    0    0
100    1301    0    0
100    1295    0    0
100    1299    0    0
100    1301    0    0
100    1299    0    0
100    1297    0    0
100    1298    0    0
100    1296    0    0
100    1297    0    0
100    0    0    0
100    1323    0    0
100    1328    0    0
100    1275    0    0
100    1307    0    0
100    1280    0    0
100    1287    0    0
100    1282    0    0
100    1296    0    0
100    1300    0    0
100    1287    0    0
100    1284    0    0
100    1293    0    0
100    1295    0    0
100    1293    0    0
100    1295    0    0
100    1292    0    0
100    1289    0    0
100    1291    0    0
100    1289    0    0
100    1287    0    0
100    1289    0    0
100    1290    0    0
100    1285    0    0
100    1290    0    0
100    1292    0    0
100    1293    0    0
100    1291    0    0
100    1290    0    0
100    1288    0    0
100    1292    0    0
100    0    0    0
100    1190    0    0
100    1287    0    0
100    1275    0    0
100    1269    0    0
100    1295    0    0
100    1275    0    0
100    1282    0    0
100    1278    0    0
100    1275    0    0
100    1287    0    0
100    1283    0    0
100    1281    0    0
100    1290    0    0
100    1276    0    0
100    1285    0    0
100    1283    0    0
100    1285    0    0
100    1287    0    0
100    1285    0    0
100    1283    0    0
100    1285    0    0
100    1287    0    0
100    1289    0    0
100    1287    0    0
100    1286    0    0
100    1284    0    0
100    1288    0    0
100    1287    0    0
100    1291    0    0
100    1290    0    0
100    0    0    0
100    1250    0    0
100    1315    0    0
100    1298    0    0
100    1287    0    0
100    1295    0    0
100    1299    0    0
100    1303    0    0
100    1296    0    0
100    1291    0    0
100    1295    0    0
100    1290    0    0
100    1299    0    0
100    1290    0    0
100    1298    0    0
100    1299    0    0
100    1296    0    0
100    1298    0    0
100    1295    0    0
100    1300    0    0
100    1298    0    0
100    1296    0    0
100    1297    0    0
100    1298    0    0
100    1293    0    0
100    1294    0    0
100    1299    0    0
100    1299    0    0
100    1298    0    0
100    1293    0    0
100    0    0    0
100    1388    0    0
100    1328    0    0
100    1299    0    0
100    1287    0    0
100    1295    0    0
100    1313    0    0
100    1304    0    0
100    1306    0    0
100    1300    0    0
100    1295    0    0
100    1297    0    0
100    1293    0    0
100    1295    0    0
100    1292    0    0
100    1289    0    0
100    1296    0    0
100    1293    0    0
100    1295    0    0
100    1296    0    0
100    1291    0    0
100    1292    0    0
100    1290    0    0
100    1292    0    0
100    1293    0    0
100    1292    0    0
100    1290    0    0
100    1288    0    0
100    1287    0    0
100    1288    0    0
100    0    0    0
100    1166    0    0
100    1250    0    0
100    1274    0    0
100    1269    0    0
100    1265    0    0
100    1287    0    0
100    1271    0    0
100    1268    0    0
100    1283    0    0
100    1272    0    0
100    1284    0    0
100    1287    0    0
100    1279    0    0
100    1282    0    0
100    1284    0    0
100    1283    0    0
100    1281    0    0
100    1283    0    0
100    1281    0    0
100    1280    0    0
100    1285    0    0
100    1284    0    0
100    1286    0    0
100    1284    0    0
100    1283    0    0
100    1284    0    0
100    1289    0    0
100    1287    0    0
100    1288    0    0
100    1287    0    0
100    0    0    0
100    1153    0    0
100    1250    0    0
100    1276    0    0
100    1289    0    0
100    1265    0    0
100    1288    0    0
100    1293    0    0
100    1288    0    0
100    1292    0    0
100    1280    0    0
100    1284    0    0
100    1281    0    0
100    1284    0    0
100    1287    0    0
100    1285    0    0
100    1287    0    0
100    1285    0    0
100    1291    0    0
100    1285    0    0
100    1291    0    0
100    1293    0    0
100    1284    0    0
100    1286    0    0
100    1290    0    0
100    1288    0    0
100    1287    0    0
100    1289    0    0
100    1287    0    0
100    1288    0    0
100    1287    0    0
100    0    0    0
100    1184    0    0
100    1250    0    0
100    1274    0    0
100    1268    0    0
100    1279    0    0
100    1275    0    0
100    1271    0    0
100    1287    0    0
100    1282    0    0
100    1279    0    0
100    1290    0    0
100    1293    0    0
100    1284    0    0
100    1282    0    0
100    1284    0    0
100    1292    0    0
100    1293    0    0
100    1295    0    0
100    1289    0    0
100    1287    0    0
100    1292    0    0
100    1294    0    0
100    1289    0    0
100    1293    0    0
100    1291    0    0
100    1290    0    0
100    1288    0    0
100    1292    0    0
100    1291    0    0
100    0    0    0
100    1406    0    0
100    1328    0    0
100    1326    0    0
100    1307    0    0
100    1280    0    0
80    1287    0    0
80    1291    0    0
80    1295    0    0
80    1300    0    0
80    1295    0    0
80    1283    0    0
80    1287    0    0
80    1284    0    0
80    1282    0    0
80    1285    0    0
80    1278    0    0
80    1276    0    0
80    1274    0    0
80    1277    0    0
80    1272    0    0
80    1278    0    0
80    1270    0    0
80    1272    0    0
80    1271    0    0
80    1274    0    0
80    1273    0    0
80    1269    0    0
80    1268    0    0
80    1270    0    0
80    1267    0    0
80    0    0    0
80    1250    0    0
80    1212    0    0
80    1250    0    0
80    1231    0    0
80    1250    0    0
80    1262    0    0
80    1270    0    0
80    1259    0    0
80    1258    0    0
80    1257    0    0
80    1256    0    0
80    1256    0    0
80    1250    0    0
80    1255    0    0
80    1250    0    0
80    1250    0    0
80    1258    0    0
80    1258    0    0
80    1257    0    0
80    1257    0    0
80    1257    0    0
80    1256    0    0
80    1253    0    0
80    1253    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1252    0    0
80    1252    0    0
80    0    0    0
80    1250    0    0
80    1209    0    0
80    1250    0    0
80    1270    0    0
80    1250    0    0
80    1263    0    0
80    1261    0    0
80    1250    0    0
80    1258    0    0
80    1250    0    0
80    1250    0    0
80    1256    0    0
80    1244    0    0
80    1250    0    0
80    1255    0    0
80    1254    0    0
80    1254    0    0
80    1250    0    0
80    1254    0    0
80    1257    0    0
80    1253    0    0
80    1253    0    0
80    1253    0    0
80    1253    0    0
80    1256    0    0
80    1255    0    0
80    1258    0    0
80    1258    0    0
80    1260    0    0
80    1257    0    0
80    0    0    0
80    1323    0    0
80    1250    0    0
80    1250    0    0
80    1268    0    0
80    1250    0    0
80    1262    0    0
80    1260    0    0
80    1259    0    0
80    1258    0    0
80    1265    0    0
80    1263    0    0
80    1262    0    0
80    1261    0    0
80    1266    0    0
80    1264    0    0
80    1263    0    0
80    1267    0    0
80    1262    0    0
80    1265    0    0
80    1264    0    0
80    1260    0    0
80    1266    0    0
80    1262    0    0
80    1262    0    0
80    1264    0    0
80    1267    0    0
80    1263    0    0
80    1265    0    0
80    1262    0    0
80    0    0    0
80    1250    0    0
80    1250    0    0
80    1276    0    0
80    1250    0    0
80    1265    0    0
80    1262    0    0
80    1271    0    0
80    1269    0    0
80    1275    0    0
80    1265    0    0
80    1270    0    0
80    1269    0    0
80    1267    0    0
80    1266    0    0
80    1270    0    0
80    1268    0    0
80    1263    0    0
80    1266    0    0
80    1265    0    0
80    1265    0    0
80    1268    0    0
80    1270    0    0
80    1269    0    0
80    1265    0    0
80    1268    0    0
80    1264    0    0
80    1266    0    0
80    1263    0    0
80    1265    0    0
80    0    0    0
80    1323    0    0
80    1293    0    0
80    1250    0    0
80    1287    0    0
80    1265    0    0
80    1263    0    0
80    1272    0    0
80    1278    0    0
80    1258    0    0
80    1265    0    0
80    1270    0    0
80    1262    0    0
80    1261    0    0
80    1266    0    0
80    1265    0    0
80    1254    0    0
80    1263    0    0
80    1262    0    0
80    1258    0    0
80    1261    0    0
80    1260    0    0
80    1256    0    0
80    1259    0    0
80    1259    0    0
80    1256    0    0
80    1258    0    0
80    1258    0    0
80    1258    0    0
80    1257    0    0
80    1260    0    0
80    0    0    0
80    1184    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1265    0    0
80    1250    0    0
80    1260    0    0
80    1259    0    0
80    1258    0    0
80    1250    0    0
80    1256    0    0
80    1250    0    0
80    1255    0    0
80    1250    0    0
80    1250    0    0
80    1254    0    0
80    1254    0    0
80    1250    0    0
80    1253    0    0
80    1250    0    0
80    1250    0    0
80    1256    0    0
80    1256    0    0
80    1259    0    0
80    1258    0    0
80    1255    0    0
80    1255    0    0
80    1258    0    0
80    1257    0    0
80    0    0    0
80    1323    0    0
80    1287    0    0
80    1250    0    0
80    1268    0    0
80    1278    0    0
80    1275    0    0
80    1271    0    0
80    1278    0    0
80    1274    0    0
80    1265    0    0
80    1263    0    0
80    1262    0    0
80    1267    0    0
80    1260    0    0
80    1264    0    0
80    1264    0    0
80    1263    0    0
80    1262    0    0
80    1257    0    0
80    1261    0    0
80    1260    0    0
80    1260    0    0
80    1259    0    0
80    1259    0    0
80    1261    0    0
80    1261    0    0
80    1258    0    0
80    1260    0    0
80    1260    0    0
80    0    0    0
80    1406    0    0
80    1287    0    0
80    1299    0    0
80    1268    0    0
80    1294    0    0
80    1287    0    0
80    1282    0    0
80    1277    0    0
80    1275    0    0
80    1280    0    0
80    1270    0    0
80    1268    0    0
80    1278    0    0
80    1276    0    0
80    1270    0    0
80    1273    0    0
80    1272    0    0
80    1270    0    0
80    1273    0    0
80    1268    0    0
80    1267    0    0
80    1270    0    0
80    1272    0    0
80    1268    0    0
80    1270    0    0
80    1270    0    0
80    1266    0    0
80    1268    0    0
80    1268    0    0
80    1267    0    0
80    0    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1265    0    0
80    1263    0    0
80    1261    0    0
80    1259    0    0
80    1267    0    0
80    1257    0    0
80    1263    0    0
80    1262    0    0
80    1267    0    0
80    1266    0    0
80    1260    0    0
80    1264    0    0
80    1263    0    0
80    1262    0    0
80    1261    0    0
80    1257    0    0
80    1260    0    0
80    1260    0    0
80    1256    0    0
80    1262    0    0
80    1261    0    0
80    1261    0    0
80    1263    0    0
80    1260    0    0
80    1260    0    0
80    1262    0    0
80    0    0    0
60    1333    0    0
60    1328    0    0
60    1274    0    0
60    1269    0    0
60    1280    0    0
60    1262    0    0
60    1260    0    0
60    1259    0    0
60    1266    0    0
60    1257    0    0
60    1250    0    0
60    1250    0    0
60    1244    0    0
60    1244    0    0
60    1239    0    0
60    1235    0    0
60    1236    0    0
60    1233    0    0
60    1242    0    0
60    1231    0    0
60    1239    0    0
60    1232    0    0
60    1233    0    0
60    1234    0    0
60    1228    0    0
60    1226    0    0
60    1230    0    0
60    1225    0    0
60    1224    0    0
60    0    0    0
60    1136    0    0
60    1160    0    0
60    1222    0    0
60    1229    0    0
60    1217    0    0
60    1212    0    0
60    1216    0    0
60    1211    0    0
60    1207    0    0
60    1203    0    0
60    1193    0    0
60    1205    0    0
60    1203    0    0
60    1195    0    0
60    1193    0    0
60    1193    0    0
60    1200    0    0
60    1198    0    0
60    1197    0    0
60    1200    0    0
60    1195    0    0
60    1201    0    0
60    1200    0    0
60    1199    0    0
60    1195    0    0
60    1197    0    0
60    1196    0    0
60    1201    0    0
60    1203    0    0
60    1202    0    0
60    0    0    0
60    1176    0    0
60    1214    0    0
60    1200    0    0
60    1213    0    0
60    1220    0    0
60    1212    0    0
60    1217    0    0
60    1204    0    0
60    1208    0    0
60    1205    0    0
60    1202    0    0
60    1218    0    0
60    1204    0    0
60    1207    0    0
60    1205    0    0
60    1203    0    0
60    1205    0    0
60    1208    0    0
60    1202    0    0
60    1201    0    0
60    1203    0    0
60    1206    0    0
60    1210    0    0
60    1206    0    0
60    1208    0    0
60    1206    0    0
60    1205    0    0
60    1207    0    0
60    1206    0    0
60    0    0    0
60    1176    0    0
60    1212    0    0
60    1225    0    0
60    1213    0    0
60    1204    0    0
60    1200    0    0
60    1208    0    0
60    1221    0    0
60    1216    0    0
60    1219    0    0
60    1216    0    0
60    1212    0    0
60    1215    0    0
60    1207    0    0
60    1210    0    0
60    1213    0    0
60    1205    0    0
60    1208    0    0
60    1210    0    0
60    1212    0    0
60    1207    0    0
60    1212    0    0
60    1207    0    0
60    1212    0    0
60    1211    0    0
60    1212    0    0
60    1208    0    0
60    1209    0    0
60    1208    0    0
60    0    0    0
60    1176    0    0
60    1176    0    0
60    1200    0    0
60    1194    0    0
60    1191    0    0
60    1225    0    0
60    1217    0    0
60    1212    0    0
60    1216    0    0
60    1213    0    0
60    1210    0    0
60    1200    0    0
60    1204    0    0
60    1201    0    0
60    1201    0    0
60    1207    0    0
60    1205    0    0
60    1208    0    0
60    1206    0    0
60    1208    0    0
60    1207    0    0
60    1205    0    0
60    1204    0    0
60    1206    0    0
60    1205    0    0
60    1203    0    0
60    1202    0    0
60    1204    0    0
60    1206    0    0
60    0    0    0
60    1176    0    0
60    1212    0    0
60    1200    0    0
60    1194    0    0
60    1204    0    0
60    1213    0    0
60    1207    0    0
60    1203    0    0
60    1209    0    0
60    1205    0    0
60    1209    0    0
60    1206    0    0
60    1198    0    0
60    1207    0    0
60    1210    0    0
60    1208    0    0
60    1210    0    0
60    1208    0    0
60    1207    0    0
60    1205    0    0
60    1210    0    0
60    1209    0    0
60    1210    0    0
60    1206    0    0
60    1208    0    0
60    1207    0    0
60    1211    0    0
60    1212    0    0
60    1208    0    0
60    0    0    0
60    1176    0    0
60    1250    0    0
60    1200    0    0
60    1231    0    0
60    1204    0    0
60    1213    0    0
60    1207    0    0
60    1221    0    0
60    1217    0    0
60    1205    0    0
60    1216    0    0
60    1212    0    0
60    1221    0    0
60    1212    0    0
60    1215    0    0
60    1212    0    0
60    1219    0    0
60    1212    0    0
60    1218    0    0
60    1212    0    0
60    1214    0    0
60    1216    0    0
60    1217    0    0
60    1215    0    0
60    1217    0    0
60    1218    0    0
60    1213    0    0
60    1215    0    0
60    1216    0    0
60    0    0    0
60    1333    0    0
60    1212    0    0
60    1200    0    0
60    1212    0    0
60    1206    0    0
60    1212    0    0
60    1196    0    0
60    1221    0    0
60    1208    0    0
60    1205    0    0
60    1208    0    0
60    1206    0    0
60    1204    0    0
60    1207    0    0
60    1204    0    0
60    1208    0    0
60    1205    0    0
60    1204    0    0
60    1202    0    0
60    1204    0    0
60    1203    0    0
60    1202    0    0
60    1201    0    0
60    1206    0    0
60    1201    0    0
60    1200    0    0
60    1205    0    0
60    1201    0    0
60    1201    0    0
60    1202    0    0
60    0    0    0
60    1250    0    0
60    1171    0    0
60    1250    0    0
60    1230    0    0
60    1218    0    0
60    1212    0    0
60    1206    0    0
60    1211    0    0
60    1216    0    0
60    1212    0    0
60    1208    0    0
60    1205    0    0
60    1214    0    0
60    1212    0    0
60    1219    0    0
60    1216    0    0
60    1218    0    0
60    1212    0    0
60    1214    0    0
60    1216    0    0
60    1210    0    0
60    1215    0    0
60    1210    0    0
60    1212    0    0
60    1210    0    0
60    1212    0    0
60    1205    0    0
60    1207    0    0
60    1208    0    0
60    1207    0    0
60    0    0    0
60    1363    0    0
60    1250    0    0
60    1195    0    0
60    1229    0    0
60    1204    0    0
60    1210    0    0
60    1205    0    0
60    1201    0    0
60    1198    0    0
60    1203    0    0
60    1207    0    0
60    1205    0    0
60    1203    0    0
60    1206    0    0
60    1204    0    0
60    1198    0    0
60    1200    0    0
60    1203    0    0
60    1201    0    0
60    1200    0    0
60    1199    0    0
60    1198    0    0
60    1197    0    0
60    1199    0    0
60    1195    0    0
60    1197    0    0
60    1194    0    0
40    1195    0    0
40    1195    0    0
40    1194    0    0
40    0    0    0
40    1093    0    0
40    1171    0    0
40    1176    0    0
40    1136    0    0
40    1144    0    0
40    1140    0    0
40    1163    0    0
40    1158    0    0
40    1151    0    0
40    1144    0    0
40    1147    0    0
40    1145    0    0
40    1141    0    0
40    1137    0    0
40    1134    0    0
40    1132    0    0
40    1137    0    0
40    1133    0    0
40    1132    0    0
40    1133    0    0
40    1128    0    0
40    1132    0    0
40    1126    0    0
40    1129    0    0
40    1127    0    0
40    1123    0    0
40    1122    0    0
40    1124    0    0
40    1120    0    0
40    0    0    0
40    1093    0    0
40    1060    0    0
40    1122    0    0
40    1115    0    0
40    1097    0    0
40    1111    0    0
40    1099    0    0
40    1100    0    0
40    1103    0    0
40    1099    0    0
40    1098    0    0
40    1102    0    0
40    1099    0    0
40    1094    0    0
40    1108    0    0
40    1103    0    0
40    1099    0    0
40    1105    0    0
40    1103    0    0
40    1099    0    0
40    1096    0    0
40    1099    0    0
40    1099    0    0
40    1099    0    0
40    1097    0    0
40    1099    0    0
40    1098    0    0
40    1102    0    0
40    1099    0    0
40    1097    0    0
40    0    0    0
40    1176    0    0
40    1102    0    0
40    1100    0    0
40    1107    0    0
40    1101    0    0
40    1100    0    0
40    1111    0    0
40    1100    0    0
40    1103    0    0
40    1101    0    0
40    1097    0    0
40    1108    0    0
40    1100    0    0
40    1100    0    0
40    1095    0    0
40    1095    0    0
40    1100    0    0
40    1100    0    0
40    1096    0    0
40    1092    0    0
40    1097    0    0
40    1093    0    0
40    1090    0    0
40    1096    0    0
40    1095    0    0
40    1096    0    0
40    1092    0    0
40    1092    0    0
40    1095    0    0
40    0    0    0
40    1000    0    0
40    1083    0    0
40    1084    0    0
40    1082    0    0
40    1071    0    0
40    1071    0    0
40    1074    0    0
40    1079    0    0
40    1081    0    0
40    1082    0    0
40    1077    0    0
40    1078    0    0
40    1086    0    0
40    1076    0    0
40    1080    0    0
40    1075    0    0
40    1082    0    0
40    1082    0    0
40    1080    0    0
40    1075    0    0
40    1070    0    0
40    1071    0    0
40    1070    0    0
40    1074    0    0
40    1072    0    0
40    1069    0    0
40    1071    0    0
40    1071    0    0
40    1071    0    0
40    1069    0    0
40    0    0    0
40    1029    0    0
40    1041    0    0
40    1037    0    0
40    1060    0    0
40    1054    0    0
40    1081    0    0
40    1077    0    0
40    1071    0    0
40    1066    0    0
40    1079    0    0
40    1075    0    0
40    1075    0    0
40    1082    0    0
40    1079    0    0
40    1084    0    0
40    1082    0    0
40    1082    0    0
40    1083    0    0
